target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we won t go there not doing too badly cheers you ,42,['yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we won t go there not doing too badly cheers you'],"[['yeah', 'he', 'got', 'in', 'at', '2', 'and', 'was', 'v', 'apologetic', 'n', 'had', 'fallen', 'out', 'and', 'she', 'was', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', 'till', '2', 'but', 'we', 'won', 't', 'go', 'there', 'not', 'doing', 'too', 'badly', 'cheers', 'you']]","['yeah', 'he', 'got', 'in', 'at', '2', 'and', 'was', 'v', 'apologetic', 'n', 'had', 'fallen', 'out', 'and', 'she', 'was', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', 'till', '2', 'but', 'we', 'won', 't', 'go', 'there', 'not', 'doing', 'too', 'badly', 'cheers', 'you']","['yeah', 'he', 'got', 'in', 'at', '2', 'and', 'wa', 'v', 'apologet', 'n', 'had', 'fallen', 'out', 'and', 'she', 'wa', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', 'till', '2', 'but', 'we', 'won', 't', 'go', 'there', 'not', 'do', 'too', 'badli', 'cheer', 'you']","['yeah', 'he', 'got', 'in', 'at', '2', 'and', 'wa', 'v', 'apologetic', 'n', 'had', 'fallen', 'out', 'and', 'she', 'wa', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', 'till', '2', 'but', 'we', 'won', 't', 'go', 'there', 'not', 'doing', 'too', 'badly', 'cheer', 'you']"
ham,k tell me anything about you ,6,['k tell me anything about you'],"[['k', 'tell', 'me', 'anything', 'about', 'you']]","['k', 'tell', 'me', 'anything', 'about', 'you']","['k', 'tell', 'me', 'anyth', 'about', 'you']","['k', 'tell', 'me', 'anything', 'about', 'you']"
ham,for fear of fainting with the of all that housework you just did quick have a cuppa,16,['for fear of fainting with the of all that housework you just did quick have a cuppa'],"[['for', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', 'quick', 'have', 'a', 'cuppa']]","['for', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', 'quick', 'have', 'a', 'cuppa']","['for', 'fear', 'of', 'faint', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', 'quick', 'have', 'a', 'cuppa']","['for', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', 'quick', 'have', 'a', 'cuppa']"
spam,thanks for your subscription to ringtone uk your mobile will be charged 5 month please confirm by replying yes or no if you reply no you will not be charged,29,['thanks for your subscription to ringtone uk your mobile will be charged 5 month please confirm by replying yes or no if you reply no you will not be charged'],"[['thanks', 'for', 'your', 'subscription', 'to', 'ringtone', 'uk', 'your', 'mobile', 'will', 'be', 'charged', '5', 'month', 'please', 'confirm', 'by', 'replying', 'yes', 'or', 'no', 'if', 'you', 'reply', 'no', 'you', 'will', 'not', 'be', 'charged']]","['thanks', 'for', 'your', 'subscription', 'to', 'ringtone', 'uk', 'your', 'mobile', 'will', 'be', 'charged', '5', 'month', 'please', 'confirm', 'by', 'replying', 'yes', 'or', 'no', 'if', 'you', 'reply', 'no', 'you', 'will', 'not', 'be', 'charged']","['thank', 'for', 'your', 'subscript', 'to', 'rington', 'uk', 'your', 'mobil', 'will', 'be', 'charg', '5', 'month', 'pleas', 'confirm', 'by', 'repli', 'ye', 'or', 'no', 'if', 'you', 'repli', 'no', 'you', 'will', 'not', 'be', 'charg']","['thanks', 'for', 'your', 'subscription', 'to', 'ringtone', 'uk', 'your', 'mobile', 'will', 'be', 'charged', '5', 'month', 'please', 'confirm', 'by', 'replying', 'yes', 'or', 'no', 'if', 'you', 'reply', 'no', 'you', 'will', 'not', 'be', 'charged']"
ham,yup ok i go home look at the timings then i msg again xuhui going to learn on 2nd may too but her lesson is at 8am,26,['yup ok i go home look at the timings then i msg again xuhui going to learn on 2nd may too but her lesson is at 8am'],"[['yup', 'ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'again', 'xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']]","['yup', 'ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'again', 'xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']","['yup', 'ok', 'i', 'go', 'home', 'look', 'at', 'the', 'time', 'then', 'i', 'msg', 'again', 'xuhui', 'go', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']","['yup', 'ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timing', 'then', 'i', 'msg', 'again', 'xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']"
ham,oops i ll let you know when my roommate s done,10,['oops i ll let you know when my roommate s done'],"[['oops', 'i', 'll', 'let', 'you', 'know', 'when', 'my', 'roommate', 's', 'done']]","['oops', 'i', 'll', 'let', 'you', 'know', 'when', 'my', 'roommate', 's', 'done']","['oop', 'i', 'll', 'let', 'you', 'know', 'when', 'my', 'roommat', 's', 'done']","['oops', 'i', 'll', 'let', 'you', 'know', 'when', 'my', 'roommate', 's', 'done']"
ham,i see the letter b on my car,7,['i see the letter b on my car'],"[['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']]","['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']","['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']","['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']"
ham,anything lor u decide ,4,['anything lor u decide'],"[['anything', 'lor', 'u', 'decide']]","['anything', 'lor', 'u', 'decide']","['anyth', 'lor', 'u', 'decid']","['anything', 'lor', 'u', 'decide']"
ham,hello how s you and how did saturday go i was just texting to see if you d decided to do anything tomo not that i m trying to invite myself or anything ,33,['hello how s you and how did saturday go i was just texting to see if you d decided to do anything tomo not that i m trying to invite myself or anything'],"[['hello', 'how', 's', 'you', 'and', 'how', 'did', 'saturday', 'go', 'i', 'was', 'just', 'texting', 'to', 'see', 'if', 'you', 'd', 'decided', 'to', 'do', 'anything', 'tomo', 'not', 'that', 'i', 'm', 'trying', 'to', 'invite', 'myself', 'or', 'anything']]","['hello', 'how', 's', 'you', 'and', 'how', 'did', 'saturday', 'go', 'i', 'was', 'just', 'texting', 'to', 'see', 'if', 'you', 'd', 'decided', 'to', 'do', 'anything', 'tomo', 'not', 'that', 'i', 'm', 'trying', 'to', 'invite', 'myself', 'or', 'anything']","['hello', 'how', 's', 'you', 'and', 'how', 'did', 'saturday', 'go', 'i', 'wa', 'just', 'text', 'to', 'see', 'if', 'you', 'd', 'decid', 'to', 'do', 'anyth', 'tomo', 'not', 'that', 'i', 'm', 'tri', 'to', 'invit', 'myself', 'or', 'anyth']","['hello', 'how', 's', 'you', 'and', 'how', 'did', 'saturday', 'go', 'i', 'wa', 'just', 'texting', 'to', 'see', 'if', 'you', 'd', 'decided', 'to', 'do', 'anything', 'tomo', 'not', 'that', 'i', 'm', 'trying', 'to', 'invite', 'myself', 'or', 'anything']"
ham,pls go ahead with watts i just wanted to be sure do have a great weekend abiola,16,['pls go ahead with watts i just wanted to be sure do have a great weekend abiola'],"[['pls', 'go', 'ahead', 'with', 'watts', 'i', 'just', 'wanted', 'to', 'be', 'sure', 'do', 'have', 'a', 'great', 'weekend', 'abiola']]","['pls', 'go', 'ahead', 'with', 'watts', 'i', 'just', 'wanted', 'to', 'be', 'sure', 'do', 'have', 'a', 'great', 'weekend', 'abiola']","['pl', 'go', 'ahead', 'with', 'watt', 'i', 'just', 'want', 'to', 'be', 'sure', 'do', 'have', 'a', 'great', 'weekend', 'abiola']","['pls', 'go', 'ahead', 'with', 'watt', 'i', 'just', 'wanted', 'to', 'be', 'sure', 'do', 'have', 'a', 'great', 'weekend', 'abiola']"
ham,did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy,27,['did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy'],"[['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']]","['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']","['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummi']","['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']"
spam,07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow,28,['07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow'],"[['07732584351', 'rodger', 'burns', 'msg', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']]","['07732584351', 'rodger', 'burns', 'msg', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']","['07732584351', 'rodger', 'burn', 'msg', 'we', 'tri', 'to', 'call', 'you', 're', 'your', 'repli', 'to', 'our', 'sm', 'for', 'a', 'free', 'nokia', 'mobil', 'free', 'camcord', 'pleas', 'call', 'now', '08000930705', 'for', 'deliveri', 'tomorrow']","['07732584351', 'rodger', 'burn', 'msg', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sm', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']"
ham,who are you seeing ,4,['who are you seeing'],"[['who', 'are', 'you', 'seeing']]","['who', 'are', 'you', 'seeing']","['who', 'are', 'you', 'see']","['who', 'are', 'you', 'seeing']"
ham,great i hope you like your man well endowed i am lt gt inches ,14,['great i hope you like your man well endowed i am lt gt inches'],"[['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'lt', 'gt', 'inches']]","['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'lt', 'gt', 'inches']","['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endow', 'i', 'am', 'lt', 'gt', 'inch']","['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'lt', 'gt', 'inch']"
ham,no calls messages missed calls,4,['no calls messages missed calls'],"[['no', 'calls', 'messages', 'missed', 'calls']]","['no', 'calls', 'messages', 'missed', 'calls']","['no', 'call', 'messag', 'miss', 'call']","['no', 'call', 'message', 'missed', 'call']"
ham,didn t you get hep b immunisation in nigeria ,9,['didn t you get hep b immunisation in nigeria'],"[['didn', 't', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']]","['didn', 't', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']","['didn', 't', 'you', 'get', 'hep', 'b', 'immunis', 'in', 'nigeria']","['didn', 't', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']"
ham,fair enough anything going on ,5,['fair enough anything going on'],"[['fair', 'enough', 'anything', 'going', 'on']]","['fair', 'enough', 'anything', 'going', 'on']","['fair', 'enough', 'anyth', 'go', 'on']","['fair', 'enough', 'anything', 'going', 'on']"
ham,yeah hopefully if tyler can t do it i could maybe ask around a bit,14,['yeah hopefully if tyler can t do it i could maybe ask around a bit'],"[['yeah', 'hopefully', 'if', 'tyler', 'can', 't', 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']]","['yeah', 'hopefully', 'if', 'tyler', 'can', 't', 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['yeah', 'hope', 'if', 'tyler', 'can', 't', 'do', 'it', 'i', 'could', 'mayb', 'ask', 'around', 'a', 'bit']","['yeah', 'hopefully', 'if', 'tyler', 'can', 't', 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']"
ham,u don t know how stubborn i am i didn t even want to go to the hospital i kept telling mark i m not a weak sucker hospitals are for weak suckers ,33,['u don t know how stubborn i am i didn t even want to go to the hospital i kept telling mark i m not a weak sucker hospitals are for weak suckers'],"[['u', 'don', 't', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didn', 't', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'i', 'm', 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']]","['u', 'don', 't', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didn', 't', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'i', 'm', 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']","['u', 'don', 't', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didn', 't', 'even', 'want', 'to', 'go', 'to', 'the', 'hospit', 'i', 'kept', 'tell', 'mark', 'i', 'm', 'not', 'a', 'weak', 'sucker', 'hospit', 'are', 'for', 'weak', 'sucker']","['u', 'don', 't', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didn', 't', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'i', 'm', 'not', 'a', 'weak', 'sucker', 'hospital', 'are', 'for', 'weak', 'sucker']"
ham,what you thinked about me first time you saw me in class ,12,['what you thinked about me first time you saw me in class'],"[['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']]","['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']","['what', 'you', 'think', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']","['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']"
ham,a gram usually runs like lt gt a half eighth is smarter though and gets you almost a whole second gram for lt gt ,24,['a gram usually runs like lt gt a half eighth is smarter though and gets you almost a whole second gram for lt gt'],"[['a', 'gram', 'usually', 'runs', 'like', 'lt', 'gt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'lt', 'gt']]","['a', 'gram', 'usually', 'runs', 'like', 'lt', 'gt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'lt', 'gt']","['a', 'gram', 'usual', 'run', 'like', 'lt', 'gt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'get', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'lt', 'gt']","['a', 'gram', 'usually', 'run', 'like', 'lt', 'gt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'get', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'lt', 'gt']"
ham,k fyi x has a ride early tomorrow morning but he s crashing at our place tonight,16,['k fyi x has a ride early tomorrow morning but he s crashing at our place tonight'],"[['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', 's', 'crashing', 'at', 'our', 'place', 'tonight']]","['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', 's', 'crashing', 'at', 'our', 'place', 'tonight']","['k', 'fyi', 'x', 'ha', 'a', 'ride', 'earli', 'tomorrow', 'morn', 'but', 'he', 's', 'crash', 'at', 'our', 'place', 'tonight']","['k', 'fyi', 'x', 'ha', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', 's', 'crashing', 'at', 'our', 'place', 'tonight']"
ham,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave i m sorry i didn t and don t have more to give i m sorry i offered i m sorry your room was so embarassing ,60,['wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave i m sorry i didn t and don t have more to give i m sorry i offered i m sorry your room was so embarassing'],"[['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'i', 'm', 'sorry', 'i', 'didn', 't', 'and', 'don', 't', 'have', 'more', 'to', 'give', 'i', 'm', 'sorry', 'i', 'offered', 'i', 'm', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']]","['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'i', 'm', 'sorry', 'i', 'didn', 't', 'and', 'don', 't', 'have', 'more', 'to', 'give', 'i', 'm', 'sorry', 'i', 'offered', 'i', 'm', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']","['wow', 'i', 'never', 'realiz', 'that', 'you', 'were', 'so', 'embarass', 'by', 'your', 'accomod', 'i', 'thought', 'you', 'like', 'it', 'sinc', 'i', 'wa', 'do', 'the', 'best', 'i', 'could', 'and', 'you', 'alway', 'seem', 'so', 'happi', 'about', 'the', 'cave', 'i', 'm', 'sorri', 'i', 'didn', 't', 'and', 'don', 't', 'have', 'more', 'to', 'give', 'i', 'm', 'sorri', 'i', 'offer', 'i', 'm', 'sorri', 'your', 'room', 'wa', 'so', 'embarass']","['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'wa', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'i', 'm', 'sorry', 'i', 'didn', 't', 'and', 'don', 't', 'have', 'more', 'to', 'give', 'i', 'm', 'sorry', 'i', 'offered', 'i', 'm', 'sorry', 'your', 'room', 'wa', 'so', 'embarassing']"
spam,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,21,['sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv'],"[['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']]","['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'ac', 'sptv', 'the', 'new', 'jersey', 'devil', 'and', 'the', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'repli', 'end', 'sptv']","['sm', 'ac', 'sptv', 'the', 'new', 'jersey', 'devil', 'and', 'the', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']"
